aarónico, ca=cat: A;source: ;
aceifa=cat: F;source: ;
aceitada=cat: F;source: ;
aceitar=cat: VT;source: ;
aceitazo=cat: M;source: ;
aceite=cat: M;source: ;
aceitería=cat: F;source: ;
aceitero, ra=cat: A,MF,M,F;source: ;
aceitón=cat: M;source: ;
aceitoso, sa=cat: A;source: ;
aceituna=cat: A,M,F;source: ;
aceitunado, da=cat: A;source: ;
aceitunero, ra=cat: MF,M,F;source: ;
aceituní=cat: M;source: ;
aceitunil=cat: A;source: ;
aceitunillo=cat: M;source: ;
aceituno, na=cat: A,M;source: ;
acejero=cat: M;source: ;
acelajado, da=cat: A;source: ;
aceleración=cat: F;source: ;
aceleradamente=cat: R;source: ;
acelerado, da=cat: A,F;source: ;
acelerador, ra=cat: A,M;source: ;
aceleramiento=cat: M;source: ;
acelerar=cat: VT,VP;source: ;
aceleratriz=cat: ;source: ;
acelerómetro=cat: M;source: ;
acelerón=cat: M;source: ;
acelga=cat: F;source: ;
acema=cat: F;source: ;
acémila=cat: F;source: ;
acemilado, da=cat: A;source: ;
acemilar=cat: A;source: ;
acemilería=cat: F;source: ;
acemilero, ra=cat: A,M;source: ;
acemita=cat: F;source: ;
acemite=cat: M;source: ;
acender=cat: VT;source: ;
acendrado, da=cat: A;source: ;
acendramiento=cat: M;source: ;
acendrar=cat: VT;source: ;
acenefa=cat: F;source: ;
acenoria=cat: F;source: ;
acensar=cat: VT;source: ;
acensuador=cat: M;source: ;
acensuar=cat: VT;source: ;
acento=cat: M;source: ;
acentuación=cat: F;source: ;
acentuadamente=cat: R;source: ;
acentual=cat: A;source: ;
acentuar=cat: VT,VP;source: ;
aceña=cat: F;source: ;
aceñero=cat: M;source: ;
-áceo, a=cat: ;source: ;
acepar=cat: VI;source: ;
acepción=cat: F;source: ;
acepilladura=cat: F;source: ;
acepillar=cat: VT;source: ;
aceptabilidad=cat: F;source: ;
aceptable=cat: A,M;source: ;
aceptación=cat: F;source: ;
aceptadamente=cat: R;source: ;
aceptador, ra=cat: A,M;source: ;
aceptar=cat: VT;source: ;
aceptor=cat: M;source: ;
acepto, ta=cat: A;source: ;
acequia=cat: F;source: ;
acequiaje=cat: M;source: ;
acequiar=cat: VI;source: ;
acequiero=cat: M;source: ;
acera=cat: F;source: ;
aceráceo, a=cat: A,F;source: ;
aceración=cat: F;source: ;
acerado, da=cat: A,M;source: ;
acerbamente=cat: R;source: ;
acerbidad=cat: F;source: ;
acerbo, ba=cat: A;source: ;
acerca=cat: R;source: ;
acercador, ra=cat: A;source: ;
acercamiento=cat: M;source: ;
acercanza=cat: F;source: ;
acercar=cat: VT;source: ;
ácere=cat: M;source: ;
acerería=cat: F;source: ;
acería=cat: F;source: ;
acerico=cat: M;source: ;
acerillo=cat: M;source: ;
aceríneo, a=cat: A;source: ;
acerino, na=cat: A;source: ;
acerista=cat: ;source: ;
acernadar=cat: VT;source: ;
acero=cat: M,LAdj;source: ;
acerola=cat: F;source: ;
acerolo=cat: M;source: ;
acérrimo, ma=cat: A;source: ;
acerrojar=cat: VT;source: ;
acertado, da=cat: A;source: ;
acertador, ra=cat: A;source: ;
acertajo=cat: M;source: ;
acertajón, na=cat: A;source: ;
acertamiento=cat: M;source: ;
acertante=cat: A;source: ;
acertar=cat: VI,VT,VP;source: ;
acertero=cat: M;source: ;
acertijo=cat: M;source: ;
aceruelo=cat: M;source: ;
acervar=cat: VT;source: ;
acervo=cat: M;source: ;
acescencia=cat: F;source: ;
acescente=cat: A;source: ;
acetábulo=cat: M;source: ;
acetal=cat: M;source: ;
acetaldehído=cat: M;source: ;
acetar=cat: VT;source: ;
acetato=cat: M;source: ;
acético, ca=cat: A;source: ;
acetificación=cat: F;source: ;
acetificador=cat: M;source: ;
acetificar=cat: VT;source: ;
acetilar=cat: VT;source: ;
acetileno=cat: M;source: ;
acetilo=cat: M;source: ;
acetilsalicílico=cat: ;source: ;
acetimetría=cat: F;source: ;
acetímetro=cat: M;source: ;
acetín=cat: M;source: ;
acetite=cat: M;source: ;
acetona=cat: F;source: ;
acetosidad=cat: F;source: ;
acetosilla=cat: F;source: ;
acetoso, sa=cat: A,F;source: ;
acetre=cat: M;source: ;
acetrería=cat: F;source: ;
acetrero=cat: M;source: ;
acetrinar=cat: VT;source: ;
acevilar=cat: VT;source: ;
acezante=cat: A;source: ;
acezar=cat: VI;source: ;
acezo=cat: M;source: ;
acezoso, sa=cat: A;source: ;
achabacanamiento=cat: M;source: ;
achabacanar=cat: VT;source: ;
achacable=cat: A;source: ;
achacacheño, ña=cat: A;source: ;
achacar=cat: VT;source: ;
-acha=cat: ;source: ;
achachairú=cat: M;source: ;
achachay=cat: I;source: ;
achachi=cat: ;source: ;
achachila=cat: M;source: ;
achacoso, sa=cat: A;source: ;
achacual=cat: M;source: ;
achaflanar=cat: VT;source: ;
achajuanado, da=cat: A;source: ;
achajuanarse=cat: VP;source: ;
achará=cat: A,I;source: ;
acharar=cat: VT;source: ;
achares=cat: M;source: ;
acharolado, da=cat: A;source: ;
acharolar=cat: VT;source: ;
achatamiento=cat: M;source: ;
achatar=cat: VT;source: ;
achatarramiento=cat: M;source: ;
achatarrar=cat: VT;source: ;
achechar=cat: VT;source: ;
achelense=cat: A;source: ;
achicado, da=cat: A;source: ;
achicador, ra=cat: A,M;source: ;
achicadura=cat: F;source: ;
achicalar=cat: VT,VP;source: ;
achicamiento=cat: M;source: ;
achicar=cat: VT;source: ;
achí=cat: A,M;source: ;
achichado, da=cat: A;source: ;
achicharradero=cat: M;source: ;
achicharramiento=cat: M;source: ;
achicharrar=cat: VT,VP;source: ;
achicharronar=cat: VT;source: ;
achichiguar=cat: VT;source: ;
achichinar=cat: VT;source: ;
achichincle, achichinque o achichintle=cat: M;source: ;
achicopalarse=cat: VP;source: ;
achicoria=cat: F;source: ;
achiguarse=cat: VP;source: ;
achinado1, da=cat: A;source: ;
achinar=cat: VT,VP;source: ;
achín=cat: M;source: ;
achinelado, da=cat: A;source: ;
achinería=cat: F;source: ;
achinero, ra=cat: MF;source: ;
achiotado, da=cat: A;source: ;
achiotal=cat: M;source: ;
achiote=cat: M;source: ;
achiotero, ra=cat: A,M,F;source: ;
achiotillo=cat: M;source: ;
achipilarse=cat: VP;source: ;
achique=cat: M;source: ;
achiquillado, da=cat: A;source: ;
achiquitar=cat: VT;source: ;
achira=cat: F;source: ;
achirlar=cat: VT;source: ;
achís=cat: I;source: ;
achispar=cat: VT;source: ;
achitabla=cat: F;source: ;
achivarse=cat: VP;source: ;
achocadura=cat: F;source: ;
achocar=cat: VT;source: ;
-acho, cha=cat: ;source: ;
achocharse=cat: VP;source: ;
achoclonar=cat: VT;source: ;
achocolatado, da=cat: A;source: ;
achogcha=cat: F;source: ;
achojcha=cat: F;source: ;
acholado, da=cat: A;source: ;
acholar=cat: VT;source: ;
acholole=cat: M;source: ;
achololera=cat: F;source: ;
-achón=cat: ;source: ;
achoque=cat: M;source: ;
achorcholarse=cat: VP;source: ;
achote=cat: M;source: ;
achuar=cat: A;source: ;
achubascarse=cat: VP;source: ;
achuchado, da=cat: A;source: ;
achuchar=cat: VT,VP;source: ;
achucharrar=cat: VT;source: ;
achuchón=cat: M;source: ;
achucuyar=cat: VT;source: ;
achuela=cat: F;source: ;
-achuelo, la=cat: ;source: ;
achulado, da=cat: A;source: ;
achulapado, da=cat: A;source: ;
achulaparse=cat: VP;source: ;
achularse=cat: VP;source: ;
achuma=cat: F;source: ;
achumicarse=cat: VP;source: ;
achumpipado, da=cat: A;source: ;
achunchar=cat: VT;source: ;
achuntar=cat: VT;source: ;
achupalla=cat: F;source: ;
achura=cat: F;source: ;
achurar=cat: VT;source: ;
achurrascar=cat: VT;source: ;
achusemado, da=cat: A;source: ;
aciago, ga=cat: A,M;source: ;
acial=cat: M;source: ;
aciano=cat: M;source: ;
acianos=cat: M;source: ;
aciar=cat: M;source: ;
acibarar=cat: VT;source: ;
acíbar=cat: M;source: ;
acibarrar=cat: VT;source: ;
aciberar=cat: VT;source: ;
acicalado, da=cat: A,M;source: ;
acicalador, ra=cat: A,M;source: ;
acicaladura=cat: F;source: ;
acicalamiento=cat: M;source: ;
acicalar=cat: VT;source: ;
acicatear=cat: VT;source: ;
acicate=cat: M;source: ;
acicular=cat: A;source: ;
acidalio, lia=cat: A;source: ;
acidaque=cat: M;source: ;
acidez=cat: F;source: ;
acidia=cat: F;source: ;
acidificar=cat: VT;source: ;
acidimetría=cat: F;source: ;
acidímetro=cat: M;source: ;
acidioso, sa=cat: A;source: ;
ácido, da=cat: A,M;source: ;
acidorresistente=cat: A;source: ;
acidosis=cat: F;source: ;
acidulado, da=cat: A;source: ;
acidulante=cat: A,M;source: ;
acidular=cat: VT;source: ;
acídulo, la=cat: A;source: ;
aciemar=cat: VT;source: ;
acientífico, ca=cat: A;source: ;
acierto=cat: M;source: ;
ácigos=cat: F;source: ;
aciguatado, da=cat: A;source: ;
aciguatar=cat: VT,VP;source: ;
acijado, da=cat: A;source: ;
acije=cat: M;source: ;
acijoso, sa=cat: A;source: ;
acilo=cat: M;source: ;
acimboga=cat: F;source: ;
acimentarse=cat: VP;source: ;
ácimo=cat: ;source: ;
acimutal=cat: A;source: ;
acimut=cat: M;source: ;
acinesia=cat: F;source: ;
acinturar=cat: VT;source: ;
ación=cat: F;source: ;
acionera=cat: F;source: ;
acionero=cat: M;source: ;
acipado=cat: A;source: ;
aciprés=cat: M;source: ;
acirate=cat: M;source: ;
acirón=cat: M;source: ;
acitara=cat: F;source: ;
acitrón=cat: M;source: ;
acivilar=cat: VT;source: ;
aclamación=cat: F,LAdv;source: ;
aclamador, ra=cat: A;source: ;
aclamar=cat: VT,VP;source: ;
aclamídeo, a=cat: A;source: ;
aclaración=cat: F;source: ;
aclarado, da=cat: A,M;source: ;
aclarador, ra=cat: A;source: ;
aclarar=cat: VI,VT,VP;source: ;
aclaratorio, ria=cat: A;source: ;
aclarecer=cat: VT;source: ;
aclareo=cat: M;source: ;
aclavelado, da=cat: A;source: ;
acle=cat: M;source: ;
acleido, da=cat: A;source: ;
aclimatable=cat: A;source: ;
aclimatación=cat: F;source: ;
aclimatar=cat: VT;source: ;
aclla=cat: F;source: ;
aclocar=cat: VI,VP;source: ;
aclorhidria=cat: F;source: ;
aclorhídrico, ca=cat: A;source: ;
acmé=cat: ;source: ;
acné=cat: M;source: ;
-aco1, ca=cat: ;source: ;
acobambino, na=cat: A;source: ;
acobardado, da=cat: A;source: ;
acobardamiento=cat: M;source: ;
acobardar=cat: VT;source: ;
acobijar=cat: VT;source: ;
acobijo=cat: M;source: ;
acobrado, da=cat: A;source: ;
acocarse=cat: VP;source: ;
acoceador, ra=cat: A;source: ;
acoceamiento=cat: M;source: ;
acocear=cat: VT;source: ;
acochambrar=cat: VT;source: ;
acocharse=cat: VP;source: ;
acochinar=cat: VT,VP;source: ;
acocil=cat: M;source: ;
acoclarse=cat: VP;source: ;
acocotar=cat: VT;source: ;
acocote=cat: M;source: ;
acodado=cat: A;source: ;
acodadura=cat: F;source: ;
acodalamiento=cat: M;source: ;
acodalar=cat: VT;source: ;
acodar=cat: VT,VP;source: ;
acoderamiento=cat: M;source: ;
acoderar=cat: VT;source: ;
acodiciar=cat: VT;source: ;
acodillado, da=cat: A;source: ;
acodillar=cat: VI,VT;source: ;
acodo=cat: M;source: ;
acogedizo, za=cat: A;source: ;
acogedor, ra=cat: A;source: ;
acoger=cat: VT,VP;source: ;
acogeta=cat: F;source: ;
acogido, da=cat: MF,M,F;source: ;
acogimiento=cat: M;source: ;
acogombradura=cat: F;source: ;
acogombrar=cat: VT;source: ;
acogotar=cat: VT;source: ;
acogullado, da=cat: A;source: ;
acohombrar=cat: VT;source: ;
acoitar=cat: VT;source: ;
acojinamiento=cat: M;source: ;
acojinar=cat: VT;source: ;
acojonar=cat: VT;source: ;
acolada=cat: F;source: ;
acolar=cat: VT;source: ;
acolchado=cat: M;source: ;
acolchonar=cat: VT,VP;source: ;
acolgar=cat: VI;source: ;
acolhua=cat: A;source: ;
acolhuaque=cat: A;source: ;
acolitado=cat: M;source: ;
acolitar=cat: VI;source: ;
acólito=cat: M;source: ;
acollador=cat: M;source: ;
acollarado, da=cat: A;source: ;
acollaramiento=cat: M;source: ;
acollarar=cat: VT,VP;source: ;
acollar=cat: VT;source: ;
acolleramiento=cat: M;source: ;
acollonar=cat: VT;source: ;
acolmillado=cat: ;source: ;
acomayino, na=cat: A;source: ;
acombar=cat: VT;source: ;
acomedido, da=cat: A;source: ;
acomedirse=cat: VP;source: ;
acomendar=cat: VT,VP;source: ;
acometedor, ra=cat: A;source: ;
acometer=cat: VT;source: ;
acometida=cat: F;source: ;
acometimiento=cat: M;source: ;
acometividad=cat: F;source: ;
acomodable=cat: A;source: ;
acomodación=cat: F;source: ;
acomodadamente=cat: R;source: ;
acomodadizo, za=cat: A;source: ;
acomodado, da=cat: A,MF;source: ;
acomodador, ra=cat: A,MF;source: ;
acomodamiento=cat: M;source: ;
acomodar=cat: VI,VT,VP;source: ;
acomodaticio, cia=cat: A;source: ;
acomodo=cat: M;source: ;
acompañado, da=cat: A,M;source: ;
acompañador, ra=cat: A;source: ;
acompañamiento=cat: M;source: ;
acompañanta=cat: F;source: ;
acompañante=cat: A,M;source: ;
acompañar=cat: VT,VP;source: ;
acompasado, da=cat: A;source: ;
acompasar=cat: VT;source: ;
acomplejado, da=cat: A;source: ;
acomplejamiento=cat: M;source: ;
acomplejar=cat: VT,VP;source: ;
acomplexionado, da=cat: LAdj;source: ;
acomunalar=cat: VI;source: ;
acomunar=cat: VT;source: ;
aconcagüino, na=cat: A;source: ;
aconchabarse=cat: VP;source: ;
aconchadillo=cat: M;source: ;
aconchar=cat: VT,VP;source: ;
aconcharse=cat: VP;source: ;
acondicionado, da=cat: A;source: ;
acondicionador, ra=cat: A,M;source: ;
acondicionamiento=cat: M;source: ;
acondicionar=cat: VT,VP;source: ;
acondroplasia=cat: F;source: ;
acondroplásico, ca=cat: A;source: ;
aconduchar=cat: VT;source: ;
aconfesional=cat: A;source: ;
acongojadamente=cat: R;source: ;
acongojador, ra=cat: A;source: ;
acongojar=cat: VT;source: ;
aconhortar=cat: VT;source: ;
aconitina=cat: F;source: ;
acónito=cat: M;source: ;
aconsejable=cat: A;source: ;
aconsejado, da=cat: A,LAdj;source: ;
aconsejador, ra=cat: A;source: ;
aconsejar=cat: VT,VP;source: ;
aconsonantar=cat: VI,VT;source: ;
acontar=cat: VT;source: ;
acontecedero, ra=cat: A;source: ;
acontecido, da=cat: A;source: ;
acontecimiento=cat: M;source: ;
acontiado, da=cat: A;source: ;
a contráriis=cat: ;source: ;
a contrario sensu=cat: LAdv;source: ;
acopado, da=cat: A;source: ;
acopar=cat: VI,VT;source: ;
acopetado, da=cat: A;source: ;
acopiador, ra=cat: A,M;source: ;
acopiamiento=cat: M;source: ;
acopiar=cat: VT;source: ;
acopio=cat: M;source: ;
acoplado=cat: M;source: ;
acoplador, ra=cat: A;source: ;
acopladura=cat: F;source: ;
acoplamiento=cat: M;source: ;
acoplar=cat: VT,VP;source: ;
acople=cat: M;source: ;
acoquinamiento=cat: M;source: ;
acoquinar=cat: VT;source: ;
acorar=cat: VT,VP;source: ;
acorazada=cat: ;source: ;
acorazado=cat: M;source: ;
acorazamiento=cat: M;source: ;
acorazar=cat: VT;source: ;
acorazonado, da=cat: A;source: ;
acorchado, da=cat: A;source: ;
acorchamiento=cat: M;source: ;
acorcharse=cat: VP;source: ;
acordación=cat: F;source: ;
acordadamente=cat: R;source: ;
acordado, da=cat: A,M,F;source: ;
acordamiento=cat: M;source: ;
acordante=cat: A;source: ;
acordanza=cat: F;source: ;
acordar=cat: VI,VT,VP;source: ;
acorde=cat: A,M;source: ;
acordelar=cat: VT;source: ;
acordemente=cat: R;source: ;
acordeón=cat: M;source: ;
acordeonista=cat: ;source: ;
acordonado, da=cat: A;source: ;
acordonamiento=cat: M;source: ;
acordonar=cat: VT;source: ;
acores=cat: M;source: ;
acornado, da=cat: A;source: ;
acornar=cat: VT;source: ;
acorneador, ra=cat: A;source: ;
acornear=cat: VT;source: ;
ácoro=cat: M;source: ;
acorralamiento=cat: M;source: ;
acorralar=cat: VT;source: ;
acorredor, ra=cat: A;source: ;
acorrer=cat: VI,VT,VP;source: ;
acorrimiento=cat: M;source: ;
acorro=cat: M;source: ;
acorrucarse=cat: VP;source: ;
acortamiento=cat: M;source: ;
acortar=cat: VT,VP;source: ;
acortejarse=cat: VP;source: ;
acorullar=cat: VT;source: ;
acorvar=cat: VT;source: ;
acorzar=cat: VT;source: ;
acosador, ra=cat: A;source: ;
acosamiento=cat: M;source: ;
acosar=cat: VT;source: ;
acosijar=cat: VT;source: ;
acosmismo=cat: M;source: ;
acoso=cat: M;source: ;
acostado1, da=cat: A,F;source: ;
acostadote, ta=cat: A;source: ;
acostar=cat: VI,VT,VP;source: ;
acostumbrado, da=cat: A;source: ;
acostumbrar=cat: VI,VT,VP;source: ;
acotada=cat: F;source: ;
acotamiento=cat: M;source: ;
acotejar=cat: VT,VP;source: ;
acotejo=cat: M;source: ;
acotiledón=cat: A;source: ;
acotiledóneo, a=cat: A,F;source: ;
acotillo=cat: M;source: ;
acotolar=cat: VT;source: ;
acototar=cat: VT;source: ;
acoyundar=cat: VT;source: ;
acoyuntar=cat: VT;source: ;
acoyuntero=cat: M;source: ;
acracia=cat: F;source: ;
ácrata=cat: A;source: ;
acrático, ca=cat: A;source: ;
acrebite=cat: M;source: ;
acrecencia=cat: F;source: ;
acrecentador, ra=cat: A;source: ;
acrecentamiento=cat: M;source: ;
acrecentar=cat: VT;source: ;
acrecer=cat: VI,VT;source: ;
acrecimiento=cat: M;source: ;
acreditación=cat: F;source: ;
acreditado, da=cat: A;source: ;
acreditar=cat: VT,VP;source: ;
acreditativo, va=cat: A;source: ;
acreedor, ra=cat: A;source: ;
acreencia=cat: F;source: ;
acreer=cat: VI;source: ;
acremente=cat: R;source: ;
acrescente=cat: A;source: ;
acrianzar=cat: VT;source: ;
acribador, ra=cat: A;source: ;
acribadura=cat: F;source: ;
acribar=cat: VT;source: ;
acribia=cat: F;source: ;
acribillar=cat: VT;source: ;
acrídido=cat: A,M;source: ;
acrilato=cat: M;source: ;
acrílico, ca=cat: A;source: ;
acriminación=cat: F;source: ;
acriminador, ra=cat: A;source: ;
acriminar=cat: VT;source: ;
acrimonia=cat: F;source: ;
acriollado, da=cat: A;source: ;
acriollarse=cat: VP;source: ;
acrisoladamente=cat: R;source: ;
acrisolado, da=cat: A;source: ;
acrisolador, ra=cat: A;source: ;
acrisolar=cat: VT;source: ;
acristalado, da=cat: A;source: ;
acristalamiento=cat: M;source: ;
acristalar=cat: VT;source: ;
acristianado, da=cat: A;source: ;
acristianar=cat: VT;source: ;
acritud=cat: F;source: ;
acroamático, ca=cat: A;source: ;
acrobacia=cat: F;source: ;
acróbata=cat: ;source: ;
acrobático, ca=cat: A;source: ;
acrobatismo=cat: M;source: ;
acroe=cat: M;source: ;
acrofobia=cat: F;source: ;
acroleína=cat: F;source: ;
acromado, da=cat: A;source: ;
acromático, ca=cat: A;source: ;
acromatismo=cat: M;source: ;
acromatizar=cat: VT;source: ;
acromatopsia=cat: F;source: ;
acromegalia=cat: F;source: ;
acromegálico, ca=cat: A;source: ;
acromial=cat: A;source: ;
acromiano, na=cat: A;source: ;
acromio=cat: M;source: ;
acromion=cat: M;source: ;
acrónico, ca=cat: A;source: ;
acrónimo=cat: M;source: ;
ácrono, na=cat: A;source: ;
acrópolis=cat: F;source: ;
acróstico, ca=cat: A,M;source: ;
acrostolio=cat: M;source: ;
acrotera=cat: F;source: ;
acroteria=cat: F;source: ;
acroterio=cat: M;source: ;
acroy=cat: M;source: ;
acta=cat: F;source: ;
actea=cat: ;source: ;
actinia=cat: F;source: ;
actínico, ca=cat: A;source: ;
actínido=cat: A,M;source: ;
actinio=cat: M;source: ;
actinismo=cat: M;source: ;
actinógrafo=cat: M;source: ;
actinometría=cat: F;source: ;
actinométrico, ca=cat: A;source: ;
actinómetro=cat: M;source: ;
actinomices=cat: M;source: ;
actinomicosis=cat: F;source: ;
actinomorfo, fa=cat: A;source: ;
actinota=cat: F;source: ;
actitud=cat: F;source: ;
activación=cat: F;source: ;
activador, ra=cat: A;source: ;
activamente=cat: R;source: ;
activar=cat: VT;source: ;
actividad=cat: F,LAdj;source: ;
activismo=cat: M;source: ;
activista=cat: ;source: ;
activo, va=cat: A,M,LAdj;source: ;
acto=cat: M,LAdv;source: ;
actoral=cat: A;source: ;
actriz=cat: F;source: ;
actuación=cat: F;source: ;
actuado, da=cat: A;source: ;
actual=cat: A;source: ;
actualidad=cat: F;source: ;
actualización=cat: F;source: ;
actualizador, ra=cat: A;source: ;
actualizar=cat: VT;source: ;
actualmente=cat: R;source: ;
actuante=cat: A;source: ;
actuar=cat: VI,VT;source: ;
actuaria=cat: A;source: ;
actuarial=cat: A;source: ;
actuario=cat: M;source: ;
actuosidad=cat: F;source: ;
actuoso, sa=cat: A;source: ;
acuache=cat: M;source: ;
acuadrillar=cat: VT;source: ;
acuantiar=cat: VT;source: ;
acuarela=cat: F;source: ;
acuarelista=cat: ;source: ;
acuarelístico, ca=cat: A;source: ;
acuariano, na=cat: A;source: ;
acuartar=cat: VT;source: ;
acuartelado=cat: ;source: ;
acuartelamiento=cat: M;source: ;
acuartelar=cat: VT;source: ;
acuartillar=cat: VI;source: ;
acuático, ca=cat: A;source: ;
acuátil=cat: A;source: ;
acuatizaje=cat: M;source: ;
acuatizar=cat: VI;source: ;
acubado, da=cat: A;source: ;
acubilar=cat: VT;source: ;
acucharado, da=cat: A;source: ;
acuchilladizo=cat: M;source: ;
acuchillado, da=cat: A,M;source: ;
acuchillador, ra=cat: A,M;source: ;
acuchillar=cat: VT,VP;source: ;
acucia=cat: F;source: ;
acuciadamente=cat: R;source: ;
acuciador, ra=cat: A;source: ;
acuciamiento=cat: M;source: ;
acuciante=cat: A;source: ;
acuciar=cat: VT;source: ;
acuciosamente=cat: R;source: ;
acuciosidad=cat: F;source: ;
acucioso, sa=cat: A;source: ;
acuclillarse=cat: VP;source: ;
acudiciar=cat: VT;source: ;
acudiente=cat: ;source: ;
acudimiento=cat: M;source: ;
acudir=cat: VI;source: ;
acueducto=cat: M;source: ;
ácueo, a=cat: A;source: ;
acuerdo=cat: M,LAdv,LAdj;source: ;
acuerpar=cat: VT;source: ;
acuesto=cat: M;source: ;
acuícola=cat: A;source: ;
acuicultura=cat: F;source: ;
acuidad=cat: F;source: ;
acuífero, ra=cat: A;source: ;
acuitadamente=cat: R;source: ;
acuitamiento=cat: M;source: ;
acuitar=cat: VT;source: ;
ácula=cat: F;source: ;
aculado, da=cat: A;source: ;
acular=cat: VT,VP;source: ;
aculatar=cat: VT;source: ;
aculebrinado, da=cat: A;source: ;
acúleo=cat: M;source: ;
aculillarse=cat: VP;source: ;
acullá=cat: R;source: ;
acullicar=cat: VI;source: ;
acullico=cat: M;source: ;
aculturación=cat: F;source: ;
acumen=cat: M;source: ;
acuminado, da=cat: A;source: ;
acuminoso, sa=cat: A;source: ;
acumulable=cat: A;source: ;
acumulación=cat: F;source: ;
acumulado=cat: ;source: ;
acumulador, ra=cat: A,M;source: ;
